,pid,newpid,category,sent,newscore,answer,keyword,question
271,6thpzpjj,14803,animaldesign,"Although other agents had no significant protective effects, they did not provide detrimental effects that could lead to progression of the disease in mice.",0.7540836729576761,they did not provide detrimental effects,Challenge,Are SARS-CoV mice models associate with heterologous challenges
272,2gt3fwpy,4730,animaldesign,High titers of specific neutralizing antibodies were elicited in mice inoculated with a recombinant MVA expressing the herpes simplex type 2 glycoprotein D after scarification.,0.7540831410381869,high titers of specific neutralizing antibodies were elicited in mice inoculated with a recombinant mva expressing the herpes simplex type 2 glycoprotein d after scarification,Challenge,Are mice and rats used to evaluate the lethal challenge
273,9e9523i8,12617,animaldesign,"The pathogenesis of HeV infection is poorly understood, and the lack of a mouse model has limited the opportunities for pathogenetic research.",0.7540765834072997,lack of a mouse model has limited the opportunities for pathogenetic research,Challenge,Are mice and rats used to evaluate the lethal challenge
274,v6qry3o6,7172,animaldesign,"In the present study, we performed a clinical study to apply our TCI formulation for vaccination against tetanus and diphtheria in human.",0.7540707760729793,"in the present study , we performed a clinical study to apply our tci formulation for vaccination",Challenge,Are mice and rats used to evaluate the lethal challenge
275,cygqau6d,14395,animaldesign,"Moreover, such genetic dissection is essential for the generation of permissive animal models that can serve as critical tools for the development of therapeutics or vaccines against challenging human pathogens.",0.7540707682074919,challenging human pathogens,Challenge,Are SARS-CoV mice models associate with heterologous challenges
276,ocbygkyb,8323,animaldesign,"Importantly, the induction of ADCC response modestly decreased viral load in the lungs of H1N1-infected mice.",0.7540690113530553,modestly decreased viral load,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
277,2sg1tlrg,5989,animaldesign,"Numerous preclinical studies with rVSV vectors expressing antigens from a variety of human pathogens have demonstrated the versatility, flexibility, and potential efficacy of the rVSV vaccine platform.",0.7540626543408881,"numerous preclinical studies with rvsv vectors expressing antigens from a variety of human pathogens have demonstrated the versatility , flexibility , and potential efficacy",Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
278,5gp8wg9w,10170,animaldesign,We evaluated the infection and tropism of human and avian H9 influenza virus in the human respiratory tract using ex vivo respiratory organ culture.,0.7540614541923064,we evaluated the infection and tropism of human and avian h9 influenza virus in the human respiratory tract using ex vivo respiratory organ culture,Challenge,Are mice and rats used to evaluate the lethal challenge
279,31zn1fyt,15463,animaldesign,Sensitization-associated increase in lipid peroxidation was observed in the blood and nasal mucosa of MC mice.,0.7540610328825801,increase in lipid peroxidation,Challenge,Are SARS-CoV mice models associate with heterologous challenges
280,z1tt014r,9068,animaldesign,Immunization with MAP27 decreased the bacterial burden in organs of BALB/c mice and significantly prolonged their survival time after S. aureus lethal-challenge.,0.7540492588012444,immunization with map27 decreased the bacterial burden in organs of balb / c mice and significantly prolonged their survival time after s . aureus lethal-challenge,Challenge,Are mice and rats used to evaluate the lethal challenge
281,2b420fz9,681,animaldesign,"However, responses in mice are not always predictive of those in the natural host.",0.7540428955952775,responses in mice are not always predictive of those in the natural host,Challenge,Are SARS-CoV mice models associate with heterologous challenges
282,q76xspic,14651,animaldesign,"In fact, siRNA against RSV has entered Phase II clinical trials in human with promising results.",0.7540397460082955,promising results,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
283,jjpi5gjm,12458,animaldesign,"To investigate whether CatB and CatL have a role in vivo during infection, we utilized the mouse model for ZEBOV.",0.7540365528464184,we utilized the mouse model for zebov,Challenge,Are mice and rats used to evaluate the lethal challenge
284,kom3p6gq,5899,animaldesign,"Furthermore, depletion of CD8+ T cells in LcrV DNA vaccinated Balb/C mice led to reduced protection against lethal intranasal challenge of Y. pestis.",0.7540363767307536,depletion of cd8 + t cells in lcrv dna vaccinated balb / c mice led to reduced protection against lethal intranasal challenge of y . pestis .,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
285,g2e8z9wu,11077,animaldesign,"During the last decade, highly diverse viruses related to human hepatitis viruses were found in animals other than primates.",0.7540308595742921,highly diverse viruses related to human hepatitis viruses were found in animals other than primates,Challenge,Are rodents and primates used to test robust protection from the lethal dose of virus
286,6mef38eo,1653,animaldesign,"CONCLUSIONS: The established assays can achieve a rapid detection of 2019n-CoV in human samples, thereby allowing early identification of patients.",0.7540265746082098,"the established assays can achieve a rapid detection of 2019n-cov in human samples , thereby allowing early identification of patients",Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
287,ypcs3rxu,8013,animaldesign,"Importantly, therapeutic countermeasures comprising MERS-CoV neutralizing antibody treatment or a MERS-CoV spike protein vaccine protected engineered mice against MERS-CoV-induced ARDS.",0.7540174647721862,protected engineered mice against mers-cov-induced ards,Challenge,Can vaccinated mice prevent SARS-CoV replication within the respiratory tract
288,44ug53nb,11135,animaldesign,"The cross-reactivity of these antibodies for different strains of H5N1 was tested in vitro by neutralization assays, and their prophylactic and therapeutic efficacy in vivo was tested in mice.",0.7540147425316213,"the cross-reactivity of these antibodies for different strains of h5n1 was tested in vitro by neutralization assays , and their prophylactic and therapeutic efficacy in vivo was tested in mice .",Challenge,Are mice and rats used to evaluate the lethal challenge
289,hb2lieh3,1058,animaldesign,"However, challenge of mice given any of the vaccines led to occurrence of Th2-type immunopathology suggesting hypersensitivity to SARS-CoV components was induced.",0.7540104758905982,challenge of mice given any of the vaccines led to occurrence of th2-type immunopathology,Challenge,Are mice and rats used to evaluate the lethal challenge
290,mkl89qkt,12629,animaldesign,Ex vivo organ culture (EVOC) systems have been successfully used in the study of both human and animal respiratory pathogens.,0.7540057346510429,ex vivo organ culture ( evoc ) systems have been successfully used in the study of both human and animal respiratory pathogens,Challenge,Are rodents and primates used to test robust protection from the lethal dose of virus
291,l1n72d3s,15581,animaldesign,"Results After administration of TA and four major alkaloids respectively, the symptoms of cough in mice were obviously attenuated.",0.7540055605025283,results after administration of ta and four major alkaloids,Challenge,Are mice and rats used to evaluate the lethal challenge
292,nxolyakn,12564,animaldesign,hAPN-transgenic mice are valuable as a source of primary mouse cells expressing hAPN.,0.7540015979055525,hapn-transgenic mice are valuable as a source of primary mouse cells expressing hapn,Challenge,Are mice and rats used to evaluate the lethal challenge
293,q8i2gfut,6211,animaldesign,These data in NHP paves a way for further development of an effective human vaccine against MERS-CoV infection.,0.7540000492698861,data in nhp paves a way for further development of an effective human vaccine against mers-cov infection,Challenge,Are mice and rats used to evaluate the lethal challenge
294,l3b6n7ej,12474,animaldesign,"To date many animal models for human MS have been described in mice, rats, rabbits, guinea pigs, marmosets, and rhesus monkeys.",0.7539875517532214,animal models,Challenge,Are mice and rats used to evaluate the lethal challenge
295,t4v5zunk,7064,animaldesign,This study validates the utility of the aged BALB/c mouse model for evaluation of the efficacy of vaccines and immunoprophylaxis.,0.7539762859442031,validates the utility of the aged balb / c mouse model for evaluation of the efficacy of vaccines and immunoprophylaxis,Challenge,Are mice and rats used to evaluate the lethal challenge
296,smikf6vx,3026,animaldesign,"This potent and selective compound, with good bioavailability, demonstrated protective anti-viral efficacy in a Tacaribe mouse challenge model.",0.7539701850077847,demonstrated protective anti-viral efficacy,Challenge,Are SARS-CoV mice models associate with heterologous challenges
297,9a163ad7,6100,animaldesign,"In a mouse model of rheumatoid arthritis, DTNF7-alum vaccination markedly delayed the onset of collagen-induced arthritis, and reduced incidence as well as clinical score.",0.7539671957863328,"markedly delayed the onset of collagen-induced arthritis , and reduced incidence as well as clinical score",Challenge,Can vaccinated mice prevent SARS-CoV replication within the respiratory tract
298,89sg0cpk,2384,animaldesign,"Next, we showed that high level of ACE2 expression in certain human tissues is consistent with clinical symptoms of COVID-19 patients.",0.7539661760183713,high level of ace2 expression in certain human tissues is consistent with clinical symptoms of covid-19 patients,Challenge,Are SARS-CoV mice models associate with heterologous challenges
299,4dyuper0,13560,animaldesign,"Histological analysis revealed that diabetic mice had delayed inflammation, which was then prolonged through 21 days after infection.",0.753941396935073,histological analysis revealed that diabetic mice had delayed inflammation,Challenge,Are mice and rats used to evaluate the lethal challenge
300,p1twn3lt,6190,animaldesign,Almost all cases of human rabies result from bites from infected dogs.,0.7539314422185011,almost all cases of human rabies result from bites from infected dogs,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
301,nb1f3x0f,11982,animaldesign,"There is a need for small-animal models of MERS, but mice are not susceptible to MERS because murine dpp4 does not serve as a receptor.",0.7539248310771364,mice are not susceptible to mers because murine dpp4 does not serve as a receptor,Challenge,Are SARS-CoV mice models associate with heterologous challenges
302,ys3d614u,10687,animaldesign,These findings show that differences in the pathogenic potential of influenza A viruses in the human lung cannot be attributed to a distinct cellular tropism.,0.7539224915492131,cannot be attributed to a distinct cellular tropism,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
303,muq3eq9v,15130,animaldesign,Numerous proof-of-concept studies in animal models of human disease demonstrate the broad potential application of RNAi therapeutics.,0.7539217404166833,numerous proof-of-concept studies in animal models of human disease,Challenge,Are mice and rats used to evaluate the lethal challenge
304,mkfwhv6v,10391,animaldesign,"The infection largely mimicked human disease, but lung pathology lacked hyaline membrane formation.",0.7539206068363803,lung pathology lacked hyaline membrane formation,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
305,eeugb4x7,4707,animaldesign," Phase I human clinical studies involving therapeutics for emerging and biodefense pathogens with low incidence, such as the severe acute respiratory syndrome coronavirus (SARS-CoV), requires at a minimum preclinical evaluation of efficacy in two well-characterized and robust animal models.",0.7539120933125059,requires at a minimum preclinical evaluation of efficacy,Challenge,Are mice and rats used to evaluate the lethal challenge
306,8j7wjixc,13165,animaldesign,The pseudo-filovirus-infection mouse models can be used for in vivo activity evaluation of anti-filovirus drugs.,0.7539090761005574,the pseudo-filovirus-infection mouse models can be used for in vivo activity evaluation of anti-filovirus drugs,Challenge,Are mice and rats used to evaluate the lethal challenge
307,etpgwzrn,7382,animaldesign,Viral replication was higher in animals infected with a late human phase isolate compared to a zoonotic isolate.,0.7539083392663062,viral replication was higher in animals infected with a late human phase isolate compared to a zoonotic isolate,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
308,ddi7fw4o,9467,animaldesign,"Infected Tg(+) mice developed a progressive pneumonia, characterized by extensive inflammatory infiltration.",0.753902196612193,progressive pneumonia,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
309,mx5k92un,6115,animaldesign,"These results show that an adenoviral-based vaccine can induce MERS-CoV-specific immune responses in mice and hold promise for the development of a preventive vaccine that targets the animal reservoir, which might be an effective measure to eliminate transmission of MERS-CoV to humans.",0.7538999197741986,these results show that an adenoviral-based vaccine can induce mers-cov-specific immune responses in mice,Challenge,Are mice and rats used to evaluate the lethal challenge
310,9kizif98,12151,animaldesign,H9N2 avian influenza viruses have repeatedly caused infections in swine and humans in some countries.,0.7538907995320927,h9n2 avian influenza,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
311,2gsy750k,5052,animaldesign,"A single dose of vaccine with or without adjuvant was poorly immunogenic in mice; a second dose resulted in a significant boost in antibody levels, even in the absence of adjuvant.",0.7538833645899278,"a single dose of vaccine with or without adjuvant was poorly immunogenic in mice ; a second dose resulted in a significant boost in antibody levels , even in the absence of adjuvant",Challenge,Are mice and rats used to evaluate the lethal challenge
312,xpfn45k1,11378,animaldesign,This virus variant was then injected into SJL/J mice.,0.7538774356058677,this virus variant was then injected into sjl / j mice,Challenge,Are mice and rats used to evaluate the lethal challenge
313,g2e8z9wu,11076,animaldesign, Hepatitis viruses are major threats to human health.,0.7538682281491396,hepatitis viruses are major threats to human health,Challenge,Are SARS-CoV mice models associate with heterologous challenges
314,wr2sgixs,7326,animaldesign,"Moreover, exposure of type-I interferon knockout mice to ZIKV results in severe damage to the testes, epididymis and sperm.",0.7538653626588521,"exposure of type-i interferon knockout mice to zikv results in severe damage to the testes , epididymis and sperm",Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
315,jkko6erq,5656,animaldesign,The results showed that specific humoral and cellular immunities could be induced in mice by inoculating them with SARS-CoV spike DNA vaccine alone or by coinoculation with IL-2-expressing plasmids.,0.7538629647723887,the results showed that specific humoral and cellular immunities could be induced in mice by inoculating them with sars-cov spike dna vaccine alone or by coinoculation with il-2-expressing plasmids .,Challenge,Are mice and rats used to evaluate the lethal challenge
316,ttcaxqyy,4351,animaldesign,"These vaccines generally induce powerful humoral and cellular immune responses in appropriate animal models, i.e., transgenic mice or non-human primates.",0.7538542020051534,vaccines generally induce powerful humoral and cellular immune responses in appropriate animal models,Challenge,Are standardized intranasal challenges and DNA immunization associated with mice models
317,9kizif98,12161,animaldesign,"Our data show that H9N2 viral infection resulted in ARDS in mice, and this may facilitate studies of the pathogenesis of future potential H9N2 disease in humans.",0.7538541471229387,may facilitate studies of the pathogenesis of future potential h9n2 disease in humans,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
318,blnn9q3r,5208,animaldesign,"As expected, virus-specific CTL responses and T cell proliferation were induced from human T cells.",0.7538491421886724,"as expected , virus-specific ctl responses and t cell proliferation were induced from human t cells",Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
319,ckm0ol20,10460,animaldesign,BALB/c mice were used as an animal model to test the Arbidol activity in vivo.,0.7538487074206054,mice were used as an animal model to test the arbidol activity in vivo,Challenge,Are mice and rats used to evaluate the lethal challenge
320,2scvmnyz,11824,animaldesign, Mouse models are important tools both for studying the pathogenesis of infectious diseases and for the preclinical evaluation of vaccines and therapies against a wide variety of human pathogens.,0.7538427054513407,mouse models are important tools both for studying the pathogenesis of infectious diseases and for the preclinical evaluation of vaccines and therapies against a wide variety of human pathogens,Challenge,Are mice and rats used to evaluate the lethal challenge
321,q3be4e15,6763,animaldesign,Anti-SARS-CoV antibodies elicited in mice recognized both the spike and nucleocapsid proteins of the virus and were able to neutralize the virus.,0.7538392191795591,anti-sars-cov antibodies elicited in mice recognized both the spike and nucleocapsid proteins of the virus and were able to neutralize the virus,Challenge,Are mice and rats used to evaluate the lethal challenge
322,9e9523i8,12618,animaldesign,"In this project we reassessed the role of mice as an animal model for HeV infection and found that mice are susceptible to HeV infection after intranasal exposure, with aged mice reliably developing encephalitic disease.",0.7538353778687383,"mice are susceptible to hev infection after intranasal exposure , with aged mice reliably developing encephalitic disease",Challenge,Are mice and rats used to evaluate the lethal challenge
323,godas2iy,9135,animaldesign,In this study we demonstrate that direct delivery in mice of an infectious ZIKV cDNA clone allows the rescue of recombinant (r)ZIKV in vivo.,0.7538323886670982,allows the rescue of recombinant ( r ) zikv in vivo,Challenge,Can vaccinated mice prevent SARS-CoV replication within the respiratory tract
324,gbkgzvc8,1541,animaldesign,We report a ferret model of SARS-CoV-2 infection and transmission that recapitulates aspects of human disease.,0.7538250141616731,we report a ferret model of sars-cov-2 infection and transmission that recapitulates aspects of human disease,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
325,kv3363qh,14212,animaldesign,This study represents a platform to produce fully human antibodies against emerging infectious diseases in a timely and safe manner.,0.7538176620597983,this study represents a platform to produce fully human antibodies against emerging infectious diseases,Challenge,Are mice and rats used to evaluate the lethal challenge
326,hf21hl41,5448,animaldesign,High IgG levels were detected in mice immunized with intraperitoneal (i.p.),0.7538050183412041,high igg levels were detected in mice immunized,Challenge,Are standardized intranasal challenges and DNA immunization associated with mice models
327,nokybn2a,8191,animaldesign,"In addition, mice immunized with plasmids encoding S1 fragment developed a Th1-mediated antibody isotype switching.",0.7537956039695033,mice immunized with plasmids encoding s1 fragment developed a th1-mediated antibody isotype switching,Challenge,Are standardized intranasal challenges and DNA immunization associated with mice models
328,i1cq60yr,9201,animaldesign,Reducing virus shedding from camels will have a great positive impact on reducing the human risk of infection.,0.7537934837027807,reducing virus shedding from camels will have a great positive impact on reducing the human risk of infection,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
329,uh3q65we,3212,animaldesign,"Here, we present a mouse model of ARDS induced by 2009 H1N1 virus.",0.7537919103966549,ards,Challenge,Are SARS-CoV mice models associate with heterologous challenges
330,elx1t4fi,11900,animaldesign,"Here, we described PF in mice infected with H5N1 virus.",0.7537911432123214,pf in mice infected with h5n1 virus,Challenge,Are young and senescent mice associated with the homologous and heterologous challenge
331,9hrp07zo,4771,animaldesign,Recently developed infection models for ZIKV utilize mice defective in interferon responses.,0.7537845014180315,recently developed infection models for zikv utilize mice defective in interferon responses,Challenge,Are mice and rats used to evaluate the lethal challenge
332,y9083ej6,7294,animaldesign,Safe and effective vaccines have been developed to prevent severe rotavirus disease in young children.,0.7537833295643088,safe and effective vaccines,Challenge,Are rodents and primates used to test robust protection from the lethal dose of virus
333,uoy5y7x8,10252,animaldesign,"Intranasal infection of mice with these WT and P/V mutant viruses elicited equivalent anti-SV5 IgG responses at all doses tested, and viral titers recovered from the respiratory tract were indistinguishable.",0.7537827273593775,intranasal infection of mice with these wt and p / v mutant viruses elicited equivalent anti-sv5 igg responses at all doses tested,Challenge,Are standardized intranasal challenges and DNA immunization associated with mice models
334,5g51n27e,8352,animaldesign,New agents emerge to threaten human and animal populations.,0.7537710634340533,new agents emerge to threaten human and animal populations,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
335,jc5rdiwq,4687,animaldesign,"Although normal mice are not susceptible to MERS-CoV, expression of the human DPP4 (hDPP4) overcomes the lack of susceptibility.",0.7537541253257081,expression of the human dpp4 ( hdpp4 ) overcomes the lack of susceptibility,Challenge,Are SARS-CoV mice models associate with heterologous challenges
336,33pxylb3,11671,animaldesign,"This will reduce the shedding of the virus into the environment, and thus the risk of human infection can be mitigated.",0.7537536018901786,this will reduce the shedding of the virus into the environment,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
337,y83lg07p,14623,animaldesign,"We investigated prophylaxis of SARS coronavirus infection with a neutralising human monoclonal antibody in ferrets, which can be readily infected with the virus.",0.7537508126547829,we investigated prophylaxis of sars coronavirus infection with a neutralising human monoclonal antibody in ferrets,Challenge,Are rodents and primates used to test robust protection from the lethal dose of virus
338,qwngt8fw,12604,animaldesign,"We conclude that during MHV3 infection of a susceptible strain of mice, a major modification in protein synthesis occurs.",0.7537423471322784,"we conclude that during mhv3 infection of a susceptible strain of mice , a major modification in protein synthesis occurs",Challenge,Are mice and rats used to evaluate the lethal challenge
339,64o52qhp,1177,animaldesign,Marburg and Ebola viruses cause severe hemorrhagic fever in humans and nonhuman primates.,0.7537387714423114,marburg and ebola viruses cause severe hemorrhagic fever,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
340,ddi7fw4o,9475,animaldesign,A mouse lung infection model was described where a mouse adenovirus was used to transfect lung cells for receptor expression.,0.7537278625159693,a mouse lung infection model was described where a mouse adenovirus was used to transfect lung cells for receptor expression,Challenge,Are mice and rats used to evaluate the lethal challenge
341,w3a52w4p,6669,animaldesign,"Inoculation of mice with these chimeras induced polyclonal cross‐neutralizing antibody responses, and mice were protected against challenge with the virus used for grafting of the heterologous antigenic site.",0.7537240608605807,mice were protected against challenge,Challenge,Are SARS-CoV mice models associate with heterologous challenges
342,u40w5hog,10526,animaldesign,"However, infectious virus in serum, liver, kidney and adrenal gland was reduced late in infection in the TIM-1-deficient mice, suggesting that virus entry via this receptor contributes to virus load.",0.7537184452933865,suggesting that virus entry via this receptor contributes to virus load,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
343,hscgmis5,13732,animaldesign,"We validated the importance of the urokinase pathway for SARS-CoV disease severity using genetically defined knockout mice, proteomic correlates of pathway activation, and pathological disease severity.",0.7537114471019548,"we validated the importance of the urokinase pathway for sars-cov disease severity using genetically defined knockout mice , proteomic correlates of pathway activation , and pathological disease severity",Challenge,Are mice and rats used to evaluate the lethal challenge
344,1e8qah7d,4215,animaldesign,"Moreover, PCVs are frequently reported in biological products, including human vaccines, animal vaccines, porcine-derived commercial pepsin products, and many cell lines.",0.7537068464681063,pcvs,Challenge,Are young and senescent mice associated with the homologous and heterologous challenge
345,nfcqfnwe,6525,animaldesign,"Moreover, intranasal immunization of mice and guinea pigs with such vectors induced protection against mycobacterial challenge, similar to that induced by BCG vaccination.",0.7537051225927451,intranasal immunization of mice and guinea pigs with such vectors induced protection against mycobacterial challenge,Challenge,Are mice and rats used to evaluate the lethal challenge
346,9lkfjvwo,3868,animaldesign,We establish a drug discovery process built on scalable phenotypic assays and mouse models that takes advantage of transgenic parasites.,0.7537006949563909,takes advantage of transgenic parasites,Challenge,Are SARS-CoV mice models associate with heterologous challenges
347,5bp2bmy4,14213,animaldesign,Newly emerging viral pathogens pose a constant and unpredictable threat to human and animal health.,0.7536958960890285,newly emerging viral pathogens pose a constant and unpredictable threat to human and animal health,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
348,uoy5y7x8,10251,animaldesign,"In mouse cells, in vitro studies identified a panel of SV5-P/V mutants that ranged in their ability to limit IFN responses.",0.753691260936006,ability to limit ifn responses,Challenge,Are SARS-CoV mice models associate with heterologous challenges
349,0bwf8f1i,4466,animaldesign,Histological analysis of the lung and respiratory tract showed that pochonin D protected the mice from HRV1B infection.,0.7536871211652845,protected the mice from hrv1b infection,Challenge,Can vaccinated mice prevent SARS-CoV replication within the respiratory tract
350,tm7krxxw,5119,animaldesign,"We have previously reported the development of various adenoviral vectored vaccine candidates (ChAdOx1 ZIKV) with the ability to stimulate effective immunity in mice and provide protection upon a ZIKV challenge model, using a non-adjuvanted single vaccination approach.",0.7536820670893803,"provide protection upon a zikv challenge model , using a non-adjuvanted single vaccination approach",Challenge,Are SARS-CoV mice models associate with heterologous challenges
351,081o2zmd,7351,animaldesign,TGEV/PEDV specific antibody responses as well as kinetic changes of T lymphocyte subgroups of the immunized mice were analyzed.,0.7536782900455865,tgev / pedv specific antibody responses as well as kinetic changes of t lymphocyte subgroups of the immunized mice were analyzed,Challenge,Are mice and rats used to evaluate the lethal challenge
352,oti9btqp,1315,animaldesign,This study in NHP and in a pathogenic mouse model supports the importance of immune responses targeting prME in ZIKV infection and suggests that additional research on this vaccine approach may have relevance for ZIKV control and disease prevention in humans.,0.7536616779642695,supports the importance of immune responses targeting prme in zikv infection,Challenge,Are SARS-CoV mice models associate with heterologous challenges
353,bl7fylrv,11208,animaldesign,"After subcutaneous inoculation of TBE virus, BALB/c mice showed medium susceptibility to the infection, STS mice were resistant, and CcS-11 mice were highly susceptible.",0.7536478753591094,sts mice were resistant,Challenge,Are SARS-CoV mice models associate with heterologous challenges
354,xsfg7uth,8653,animaldesign,Immunoglobulin Y antibodies (IgYs) from the yolk of chicken eggs have previously been used against bacterial and viral infections in human and animals.,0.7536474477738054,immunoglobulin y antibodies,Challenge,Are rodents and primates used to test robust protection from the lethal dose of virus
355,rpnuauwz,4125,animaldesign,RESULTS: Administration of FTY720 to JHMV-infected mice resulted in increased clinical disease severity and mortality.,0.7536430724876361,administration of fty720 to jhmv-infected mice resulted in increased clinical disease severity and mortality,Challenge,Are mice and rats used to evaluate the lethal challenge
356,l9rh8xz7,12391,animaldesign,Comparisons were made between human enteric coronaviruses and the enteric coronaviruses of pigs and calves by negative staining.,0.7536361535242351,comparisons were made between human enteric coronaviruses and the enteric coronaviruses of pigs and calves by negative staining,Challenge,Are mice and rats used to evaluate the lethal challenge
357,7cgqxt2m,11582,animaldesign,We developed an experimental mouse model to study SBV infection and showed that this virus replicates abundantly in neurons where it causes cerebral malacia and vacuolation of the cerebral cortex.,0.7536329986641751,showed that this virus replicates abundantly in neurons where it causes cerebral malacia and vacuolation of the cerebral cortex .,Challenge,Are SARS-CoV mice models associate with heterologous challenges
358,9j34u77w,7373,animaldesign,Vaccine trials in nonhuman primates have been crucial for confirmation of safety and protective efficacy against infectious diseases of the lung in a laboratory animal model that recapitulates pathology observed in humans.,0.7536329587488902,vaccine trials,Challenge,Are rodents and primates used to test robust protection from the lethal dose of virus
359,6bx2nrui,9761,animaldesign,"However, when the function of the oligomeric core protein was inhibited, no detectable selection of drug resistance in tissue culture or in mice was detected, despite the presence of drug-resistant variants in the population.",0.7536286016795081,"no detectable selection of drug resistance in tissue culture or in mice was detected , despite the presence of drug-resistant variants in the population",Challenge,Are SARS-CoV mice models associate with heterologous challenges
360,m4t7jwqe,14512,animaldesign,We characterize the mechanism of inhibition of type I IFN production in primary human MDDCs by this viral factor.,0.7536232611730777,inhibition of type i ifn production in primary human mddcs by this viral factor,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
361,7f7annmi,10549,animaldesign,The H9N2 avian influenza virus is a pandemic threat which has repeatedly caused infection in humans and shows enhanced replication and transmission in mice.,0.7536194087316019,shows enhanced replication and transmission,Challenge,Are SARS-CoV mice models associate with heterologous challenges
362,6i7irxbf,14988,animaldesign,"Extended-release buprenorphine is an effective analgesic in laboratory animals, and its safety has been established in mice but not in rats.",0.7536071588261237,its safety has been established in mice but not in rats,Challenge,Are mice and rats used to evaluate the lethal challenge
363,nj4p03cr,6610,animaldesign,Enterovirus 71 (EV71) is an important human pathogen which may cause severe neurological complications and death in children.,0.7535909760334649,may cause severe neurological complications and death in children,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
364,ld9v9eeb,3279,animaldesign,"In this study, we found two H9N2 viruses with similar genetic background but with different pathogenicity in mice.",0.7535823449981109,different pathogenicity,Challenge,Are SARS-CoV mice models associate with heterologous challenges
365,5blxgsfi,10293,animaldesign,"More systematic virus discovery programmes, covering both humans and potential animal reservoirs of human viruses, should be considered.",0.7535777247718333,more systematic virus discovery programmes,Challenge,Are mice and rats used to evaluate the lethal challenge
366,ogb83fgc,5046,animaldesign,Protection of mice was correlated to antibody titre against the SARS-CoV S protein and neutralising antibody titre.,0.7535770374300883,protection of mice was correlated to antibody titre against the sars-cov s protein and neutralising antibody titre,Challenge,Can vaccinated mice prevent SARS-CoV replication within the respiratory tract
367,rme6b022,5536,animaldesign,"Here, we evaluated the potential of TGEV S1 as a DNA vaccine and porcine interleukin (pIL)-12 as an adjuvant in a mouse model.",0.7535720398532219,potential of tgev s1 as a dna vaccine and porcine interleukin ( pil )-12 as an adjuvant in a mouse model,Challenge,Are mice and rats used to evaluate the lethal challenge
368,tvm9ixtv,4669,animaldesign,Pre-infection administration of a single dose of 106 PFU of DEF201 offered full protection of the mice against EV71 infection compared with the empty Ad5 vector control.,0.753568414997745,pre-infection administration of a single dose of 106 pfu of def201 offered full protection of the mice against ev71 infection,Challenge,Are mice and rats used to evaluate the lethal challenge
369,9kizif98,12156,animaldesign,"H9N2-infected mice exhibited severe respiratory syndrome, with a mortality rate of 60%.",0.7535661926765791,severe respiratory syndrome,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
370,dxuabscn,1536,animaldesign,"Moreover, we found that LY6E also efficiently restricted the entry mediated by the envelope spike proteins of other human coronaviruses, including the currently pandemic SARS-CoV-2.",0.7535571246705677,pandemic sars-cov-2 .,Challenge,Are SARS-CoV mice models associate with heterologous challenges
371,26pbzbxz,13397,animaldesign,"However, a broadly applicable approach for human NiV outbreaks in field settings is lacking.",0.7535547132584888,a broadly applicable approach for human niv outbreaks in field settings is lacking,Challenge,Is the sublethal influenza challenge associated with reduced body weight loss and viral titer
372,nocm50rx,14609,animaldesign,Treatment of infected mice with neutralizing anti-ANGPTL4 antibodies significantly accelerated lung recovery and improved lung tissue integrity.,0.7535349268343114,treatment of infected mice with neutralizing anti-angptl4 antibodies significantly accelerated lung recovery and improved lung tissue integrity,Challenge,Can vaccinated mice prevent SARS-CoV replication within the respiratory tract
373,hddskc3i,8361,animaldesign,"Understanding duration of maternally derived immunity is critical for characterizing viral dynamics in bat populations, which may help assess the risk of spillover to humans.",0.7535257917021799,"understanding duration of maternally derived immunity is critical for characterizing viral dynamics in bat populations , which may help assess the risk of spillover to humans",Challenge,Are mice and rats used to evaluate the lethal challenge
